begin,open,close,high,low,value,volume,end,year,ticker,company_name
2016-08-10,87.7,86.0,88.0,85.78,313396008.0,3603880,2016-08-10 23:59:59,2016,RTKM,Ростелеком
2016-08-11,85.82,86.68,86.68,85.25,153195452.5,1781440,2016-08-11 23:59:59,2016,RTKM,Ростелеком
2016-08-12,86.7,86.25,87.01,86.0,107659788.6,1246000,2016-08-12 23:59:59,2016,RTKM,Ростелеком
2016-08-15,86.6,85.85,86.6,85.3,132376123.4,1540440,2016-08-15 23:59:59,2016,RTKM,Ростелеком
2016-08-16,85.94,85.95,86.24,85.7,147331719.3,1713560,2016-08-16 23:59:59,2016,RTKM,Ростелеком
2016-08-17,86.17,85.2,86.17,85.0,138267402.6,1621020,2016-08-17 23:59:59,2016,RTKM,Ростелеком
2016-08-18,85.25,84.19,85.52,84.1,277127598.5,3275450,2016-08-18 23:59:59,2016,RTKM,Ростелеком
2016-08-19,84.21,84.6,85.09,84.0,166988359.5,1976740,2016-08-19 23:59:59,2016,RTKM,Ростелеком
2016-08-22,84.61,84.6,84.95,83.76,165400933.9,1956910,2016-08-22 23:59:59,2016,RTKM,Ростелеком
2016-08-23,84.94,83.51,84.94,83.51,267602413.7,3193180,2016-08-23 23:59:59,2016,RTKM,Ростелеком
2016-08-24,83.5,83.09,83.74,82.6,199753359.6,2399080,2016-08-24 23:59:59,2016,RTKM,Ростелеком
2016-08-25,83.3,82.75,83.49,82.52,243880329.1,2942150,2016-08-25 23:59:59,2016,RTKM,Ростелеком
2016-08-26,82.75,82.3,83.09,81.4,258912648.4,3149080,2016-08-26 23:59:59,2016,RTKM,Ростелеком
2016-08-29,82.0,82.25,82.3,81.62,99336759.2,1211750,2016-08-29 23:59:59,2016,RTKM,Ростелеком
2016-08-30,82.29,82.45,82.79,81.91,110326465.1,1337540,2016-08-30 23:59:59,2016,RTKM,Ростелеком
2016-08-31,82.48,82.18,82.63,81.64,136876933.8,1668610,2016-08-31 23:59:59,2016,RTKM,Ростелеком
2016-09-01,82.06,81.95,82.12,81.69,134526810.3,1642860,2016-09-01 23:59:59,2016,RTKM,Ростелеком
