begin,open,close,high,low,value,volume,end,year,ticker,company_name
2020-03-26,278.95,285.95,287.65,272.25,2273934821.5,8122610,2020-03-26 23:59:59,2020,MTSS,МТС
2020-03-27,288.55,290.0,293.0,281.35,2953035501.5,10223270,2020-03-27 23:59:59,2020,MTSS,МТС
2020-03-30,287.0,296.95,297.0,283.25,1301305521.0,4466880,2020-03-30 23:59:59,2020,MTSS,МТС
2020-03-31,297.2,299.1,300.65,291.0,2384616403.0,8026000,2020-03-31 20:30:07,2020,MTSS,МТС
2020-04-01,297.6,297.0,299.75,294.0,1017474479.0,3431390,2020-04-01 23:59:59,2020,MTSS,МТС
2020-04-02,298.45,299.3,302.85,295.85,1954378778.5,6535770,2020-04-02 23:59:59,2020,MTSS,МТС
2020-04-03,298.5,295.6,304.4,295.0,2675664446.5,8972360,2020-04-03 23:59:59,2020,MTSS,МТС
2020-04-06,299.9,308.85,310.5,297.3,1541695149.5,5089830,2020-04-06 23:59:59,2020,MTSS,МТС
2020-04-07,310.5,308.7,314.55,306.2,1755999692.5,5664530,2020-04-07 23:59:59,2020,MTSS,МТС
2020-04-08,307.9,313.85,313.85,306.1,1047532550.5,3375880,2020-04-08 23:59:59,2020,MTSS,МТС
2020-04-09,314.65,310.45,314.7,308.95,1773991373.0,5695870,2020-04-09 23:59:59,2020,MTSS,МТС
2020-04-10,311.05,310.95,311.3,306.05,544249643.0,1761270,2020-04-10 23:59:59,2020,MTSS,МТС
2020-04-13,310.9,308.0,311.35,303.55,851963662.5,2779390,2020-04-13 23:59:59,2020,MTSS,МТС
2020-04-14,308.4,310.95,311.8,307.8,895973235.0,2888490,2020-04-14 23:59:59,2020,MTSS,МТС
2020-04-15,311.0,304.0,311.0,300.75,1661346470.5,5463460,2020-04-15 23:59:59,2020,MTSS,МТС
2020-04-16,305.0,303.4,309.8,299.25,1713982966.5,5609660,2020-04-16 23:59:59,2020,MTSS,МТС
2020-04-17,306.35,305.35,309.85,304.4,1085985298.0,3543090,2020-04-17 23:59:59,2020,MTSS,МТС
2020-04-20,304.95,306.0,309.25,303.5,1062427630.5,3466360,2020-04-20 23:59:59,2020,MTSS,МТС
2020-04-21,303.5,302.0,304.95,293.5,2001820343.0,6678680,2020-04-21 23:59:59,2020,MTSS,МТС
2020-04-22,300.1,309.7,312.55,299.45,1478544823.5,4805730,2020-04-22 23:59:59,2020,MTSS,МТС
2020-04-23,312.05,314.25,314.25,306.65,1023913602.0,3288930,2020-04-23 23:59:59,2020,MTSS,МТС
2020-04-24,313.8,306.8,314.1,306.1,1106149507.0,3570590,2020-04-24 23:59:59,2020,MTSS,МТС
2020-04-27,308.0,311.4,311.95,307.3,961773642.5,3103520,2020-04-27 23:59:59,2020,MTSS,МТС
2020-04-28,310.5,313.5,319.65,308.7,1602724275.5,5080050,2020-04-28 23:59:59,2020,MTSS,МТС
2020-04-29,315.0,319.2,323.15,313.5,1933889635.0,6061610,2020-04-29 23:59:59,2020,MTSS,МТС
