begin,open,close,high,low,value,volume,end,year,ticker,company_name
2019-01-28,185.075,184.70000000000002,187.125,183.575,659376972.1,17773950000,2019-01-28 23:59:59,2019,VTBR,ВТБ
2019-01-29,184.70000000000002,187.10000000000002,187.35000000000002,183.55,499413471.4,13449140000,2019-01-29 23:59:59,2019,VTBR,ВТБ
2019-01-30,186.925,187.4,187.5,185.99999999999997,371644290.3,9944890000,2019-01-30 23:59:59,2019,VTBR,ВТБ
2019-01-31,188.25000000000003,188.85,189.475,187.125,524971172.4,13944430000,2019-01-31 23:59:59,2019,VTBR,ВТБ
2019-02-01,188.04999999999998,189.575,190.2,187.77499999999998,619128609.65,16370750000,2019-02-01 23:59:59,2019,VTBR,ВТБ
2019-02-04,189.85,191.725,192.10000000000005,189.75,573752058.35,14994430000,2019-02-04 23:59:59,2019,VTBR,ВТБ
2019-02-05,192.225,191.05,192.49999999999997,190.425,478009624.1,12475430000,2019-02-05 23:59:59,2019,VTBR,ВТБ
2019-02-06,191.05,188.04999999999998,191.05,188.04999999999998,598693561.4,15812430000,2019-02-06 23:59:59,2019,VTBR,ВТБ
2019-02-07,187.85,185.05,187.85,184.74999999999997,549020155.75,14763560000,2019-02-07 23:59:59,2019,VTBR,ВТБ
2019-02-08,184.25,185.65,186.55,183.8,451322641.5,12170460000,2019-02-08 23:59:59,2019,VTBR,ВТБ
2019-02-11,185.525,188.0,188.07500000000002,185.525,408404706.95,10899170000,2019-02-11 23:59:59,2019,VTBR,ВТБ
2019-02-12,188.97500000000002,189.50000000000003,190.32500000000002,188.425,514419648.85,13570850000,2019-02-12 23:59:59,2019,VTBR,ВТБ
2019-02-13,189.975,184.92499999999998,190.02499999999998,184.64999999999998,781561664.55,20971120000,2019-02-13 23:59:59,2019,VTBR,ВТБ
2019-02-14,182.0,180.20000000000002,182.325,178.07500000000002,1317542711.75,36544690000,2019-02-14 23:59:59,2019,VTBR,ВТБ
2019-02-15,180.875,183.0,183.04999999999998,180.57500000000002,536697255.0,14730840000,2019-02-15 23:59:59,2019,VTBR,ВТБ
2019-02-18,183.50000000000003,181.65,184.5,180.325,451684486.1,12391770000,2019-02-18 23:59:59,2019,VTBR,ВТБ
2019-02-19,181.75,181.225,183.475,180.025,379872589.5,10464070000,2019-02-19 23:59:59,2019,VTBR,ВТБ
2019-02-20,181.025,182.1,182.70000000000002,181.025,264014667.0,7251600000,2019-02-20 23:59:59,2019,VTBR,ВТБ
2019-02-21,182.6,180.325,182.6,179.075,489218445.45,13548950000,2019-02-21 23:59:59,2019,VTBR,ВТБ
2019-02-22,180.35,180.4,181.4,179.54999999999998,299925244.05,8297490000,2019-02-22 23:59:59,2019,VTBR,ВТБ
2019-02-25,181.125,181.20000000000002,181.975,179.54999999999998,392802540.3,10851070000,2019-02-25 23:59:59,2019,VTBR,ВТБ
2019-02-26,180.775,179.0,181.325,178.875,490601840.3,13641460000,2019-02-26 23:59:59,2019,VTBR,ВТБ
2019-02-27,179.75,179.775,180.17499999999998,178.25,589370570.35,16444960000,2019-02-27 23:59:59,2019,VTBR,ВТБ
2019-02-28,179.6,179.5,180.725,178.8,377069624.55,10494720000,2019-02-28 23:59:59,2019,VTBR,ВТБ
2019-03-01,180.0,180.15,180.47500000000002,179.5,346193288.3,9621840000,2019-03-01 23:59:59,2019,VTBR,ВТБ
2019-03-04,180.15,179.85000000000002,180.775,179.375,285526440.05,7923610000,2019-03-04 23:59:59,2019,VTBR,ВТБ
2019-03-05,179.5,176.5,179.5,176.4,641625407.05,18095820000,2019-03-05 23:59:59,2019,VTBR,ВТБ
2019-03-06,176.0,177.475,177.475,175.875,375162835.45,10603290000,2019-03-06 23:59:59,2019,VTBR,ВТБ
2019-03-07,176.77499999999998,176.1,177.275,175.55,397560364.85,11256550000,2019-03-07 23:59:59,2019,VTBR,ВТБ
2019-03-11,175.7,176.85,177.49999999999997,175.4,463461928.15,13134140000,2019-03-11 23:59:59,2019,VTBR,ВТБ
2019-03-12,177.25,178.25,179.22500000000002,176.85,468180585.85,13138370000,2019-03-12 23:59:59,2019,VTBR,ВТБ
2019-03-13,177.625,181.7,182.75,177.55,758686339.25,20985720000,2019-03-13 23:59:59,2019,VTBR,ВТБ
2019-03-14,181.67499999999998,181.075,184.0,180.10000000000002,663189016.7,18215810000,2019-03-14 23:59:59,2019,VTBR,ВТБ
2019-03-15,181.5,186.95,186.95,180.35,1354643798.2,36753850000,2019-03-15 23:59:59,2019,VTBR,ВТБ
2019-03-18,185.1,184.6,186.075,183.55,948901849.05,25715580000,2019-03-18 23:59:59,2019,VTBR,ВТБ
2019-03-19,184.85000000000002,183.85,185.0,183.29999999999998,352452558.65,9572490000,2019-03-19 23:59:59,2019,VTBR,ВТБ
2019-03-20,183.775,183.45,184.25,183.025,533028488.5,14499060000,2019-03-20 23:59:59,2019,VTBR,ВТБ
2019-03-21,183.975,182.575,184.8,181.52499999999998,724757365.3,19756270000,2019-03-21 23:59:59,2019,VTBR,ВТБ
2019-03-22,182.75,180.0,182.75,179.64999999999998,477510794.7,13209080000,2019-03-22 23:59:59,2019,VTBR,ВТБ
2019-03-25,179.25,181.65,182.025,178.35,514141339.25,14212080000,2019-03-25 23:59:59,2019,VTBR,ВТБ
2019-03-26,181.62500000000003,181.25,182.5,181.025,401706575.2,11043820000,2019-03-26 23:59:59,2019,VTBR,ВТБ
2019-03-27,181.00000000000003,179.75,181.75,179.75,255271179.3,7071180000,2019-03-27 23:59:59,2019,VTBR,ВТБ
2019-03-28,180.025,180.0,180.5,179.75,190842274.95,5297950000,2019-03-28 23:59:59,2019,VTBR,ВТБ
2019-03-29,180.5,178.22500000000002,182.2,177.775,724837562.7,20126600000,2019-03-29 23:59:59,2019,VTBR,ВТБ
2019-04-01,179.375,180.975,181.25,178.8,467441242.95,12965960000,2019-04-01 23:59:59,2019,VTBR,ВТБ
2019-04-02,181.00000000000003,181.00000000000003,182.25000000000003,179.85000000000002,388679031.4,10745160000,2019-04-02 23:59:59,2019,VTBR,ВТБ
2019-04-03,181.575,183.04999999999998,183.32500000000002,181.55,740340016.6,20261430000,2019-04-03 23:59:59,2019,VTBR,ВТБ
2019-04-04,182.77499999999998,182.5,183.04999999999998,181.55,242420322.55,6648290000,2019-04-04 23:59:59,2019,VTBR,ВТБ
2019-04-05,182.5,181.6,183.04999999999998,180.65,357087300.7,9821600000,2019-04-05 23:59:59,2019,VTBR,ВТБ
2019-04-08,181.9,181.5,182.77499999999998,180.875,364603369.15,10035560000,2019-04-08 23:59:59,2019,VTBR,ВТБ
2019-04-09,181.7,181.4,182.5,181.4,664948109.8,18295280000,2019-04-09 23:59:59,2019,VTBR,ВТБ
2019-04-10,181.4,184.425,189.95000000000002,166.05,2351051159.7,63656110000,2019-04-10 23:59:59,2019,VTBR,ВТБ
2019-04-11,184.425,183.475,185.54999999999998,182.70000000000002,509823333.4,13855500000,2019-04-11 23:59:59,2019,VTBR,ВТБ
2019-04-12,183.2,181.275,183.70000000000002,180.65,464500136.15,12743380000,2019-04-12 23:59:59,2019,VTBR,ВТБ
2019-04-15,182.125,179.85000000000002,182.275,179.22500000000002,544395579.45,15083520000,2019-04-15 23:59:59,2019,VTBR,ВТБ
2019-04-16,180.05,180.4,180.75,178.375,595759919.5,16617900000,2019-04-16 23:59:59,2019,VTBR,ВТБ
2019-04-17,180.47500000000002,179.5,181.075,179.35,385771468.5,10716660000,2019-04-17 23:59:59,2019,VTBR,ВТБ
2019-04-18,179.35,180.05,180.10000000000002,178.5,444428758.95,12399230000,2019-04-18 23:59:59,2019,VTBR,ВТБ
2019-04-19,180.10000000000002,179.05,180.5,179.0,176322438.85,4907200000,2019-04-19 23:59:59,2019,VTBR,ВТБ
2019-04-22,179.975,178.92499999999998,180.20000000000002,178.875,236139651.55,6577080000,2019-04-22 23:59:59,2019,VTBR,ВТБ
2019-04-23,179.375,176.65,179.825,176.025,857746249.65,24110830000,2019-04-23 23:59:59,2019,VTBR,ВТБ
2019-04-24,175.82500000000002,178.85000000000002,178.85000000000002,174.27499999999998,866907193.15,24553760000,2019-04-24 23:59:59,2019,VTBR,ВТБ
2019-04-25,178.5,176.87499999999997,179.0,176.35000000000002,478934924.15,13469280000,2019-04-25 23:59:59,2019,VTBR,ВТБ
2019-04-26,176.87499999999997,177.04999999999998,177.04999999999998,175.5,419596785.85,11906750000,2019-04-26 23:59:59,2019,VTBR,ВТБ
2019-04-29,176.97500000000002,177.15,178.5,176.42499999999998,249890932.7,7043190000,2019-04-29 23:59:59,2019,VTBR,ВТБ
2019-04-30,178.25,177.49999999999997,178.25,175.75,432589585.1,12231660000,2019-04-30 23:59:59,2019,VTBR,ВТБ
2019-05-02,177.425,177.70000000000002,178.875,176.75,207538100.6,5829590000,2019-05-02 23:59:59,2019,VTBR,ВТБ
2019-05-03,178.25,178.9,179.925,177.875,292712876.5,8180590000,2019-05-03 23:59:59,2019,VTBR,ВТБ
2019-05-06,176.75,178.8,178.8,176.75,187528601.7499999,5268260000,2019-05-06 20:30:00,2019,VTBR,ВТБ
2019-05-07,178.29999999999998,177.875,180.47500000000002,177.875,322651757.45,9009900000,2019-05-07 23:59:59,2019,VTBR,ВТБ
2019-05-08,178.15,177.29999999999998,178.64999999999998,177.29999999999998,232275678.0,6523260000,2019-05-08 23:59:59,2019,VTBR,ВТБ
2019-05-10,177.275,175.975,178.1,175.35,351383820.05,9965060000,2019-05-10 23:59:59,2019,VTBR,ВТБ
2019-05-13,175.95,174.875,176.95,174.875,332019878.35,9445640000,2019-05-13 23:59:59,2019,VTBR,ВТБ
2019-05-14,175.35,174.65,175.95,174.54999999999998,362833310.85,10353790000,2019-05-14 23:59:59,2019,VTBR,ВТБ
2019-05-15,175.00000000000003,175.475,176.4,174.075,631465731.25,18029810000,2019-05-15 23:59:59,2019,VTBR,ВТБ
